jiu5-hi5	鰇魚
in3-hi5	印魚
in3-hing5	印行
in3-ho2	應好
in3-hu5	印魚
in3-huat	印發
in3-hue	印花
in3-in3	印印
in3-in3	應應
in3-ji7	印字
in3-kam3	印鑑
in3-kang	印工
in3-khang	引孔
in3-khe3	印契
in3-kim	印金
in3-kim	應金
in3-ku	印龜
in3-kui	印規
in3-liong5	印龍
in3-ni2	印染
in3-ni5	印尼
in3-pan2	印版
in3-phoo2	印譜
in3-pun2	印本
in3-si	印絲
in3-siann	應聲
in3-sik	印色
in3-sin3	印信
in3-sin3	應信
in3-siong7	印象
in3-siu7	印綬
in3-suat	印刷
in3-tai5	印臺
in3-tam3	應頕
in3-tap	應答
in3-tau2	印斗
in3-thik	印敕
in3-thin7	應伨
in3-thin7	應媵
in3-thui5	應槌
in3-tong5	印堂
in3-too7	印度
in3-tsai5	印材
in3-tsheh	印冊
in3-tshok8	印戳
in3-tshop8	印戳
in3-tshui3	應嘴
in3-tshut	印出
in3-tsing3	印證
in3-tsiong	印章
in3-tsua2	印紙
in3-ue7	應話
in5-geh8	寅月
in5-si5	寅時
in7-iok8	孕育
ing-a2	癰仔
ing-a2	鶯仔
ing-a2	鷹仔
ing-bi2	英美
ing-bing5	英名
ing-bing5	英明
ing-boo2	英畝
ing-bu2	鸚鵡
ing-bun5	英文
ing-gi2	英語
ing-gu2	英語
ing-hai5	嬰孩
ing-hak8	英學
ing-hang	鷹魴
ing-hiong5	英雄
ing-ho5	英豪
ing-hua	英華
ing-hua5	英華
ing-hue	櫻花
ing-hun5	英魂
ing-ia	坱埃
ing-iong2	英勇
ing-ji5	嬰兒
ing-jim7	膺任
ing-ke3	鷹架
ing-khi3	英氣
ing-kiat8	英傑
ing-ko	嬰哥
ing-ko	鶯哥
ing-ko	鸚哥
ing-kok	英國
ing-kua	鶯歌
ing-kun	英軍
ing-lau7	癰漏
ing-lau7	癰瘺
ing-li2	英哩
ing-li2	英里
ing-lian5	英年
ing-liat8	英烈
ing-ling2	英領
ing-ling5	英靈
ing-lok8	瓔珞
ing-mai7	英邁
ing-ni5	英年
ing-pin5	鷹屏
ing-pong7	英鎊
ing-sik	罌栗
ing-suan2	膺選
ing-thoo5	櫻桃
ing-tsai5	英才
ing-tshioh	英尺
ing-tshiu7	櫻樹
ing-tshun3	英吋
ing-tshun3	英寸
ing-tsiau2	鶯鳥
ing-tsiau2	鷹鳥
ing-tsioh8	英石
ing-tsu	英姿
ing-tsu2	英主
ing-tsun2	鷹隼
ing-tsun3	英俊
ing-tuan7	英斷
ing-ui	英威
ing2-a2	湧仔
ing2-bian5	永眠
ing2-bo5	永無
ing2-goo7	穎悟
ing2-hiang2	影響
ing2-hing5	永恆
ing2-hiong2	影響
ing2-hiong2	永享
Ing2-ho5	永和
ing2-iann2	湧影
ing2-ing2	往往
ing2-ing2	永永
ing2-iu2	永有
ing2-jit8	往日
ing2-jit8	永日
ing2-ka	永嘉
ing2-ke3	往得
ing2-king	永耕
ing2-kiu2	永久
ing2-koo2	永古
ing2-koo2	湧股
ing2-kuat	永訣
ing2-kue3	往過
ing2-kue3	永過
ing2-lok8	永樂
ing2-ni5	往年
ing2-ni5	永年
ing2-nia7	湧陵
ing2-pai2	往擺
ing2-piat8	永別
ing2-se3	永世
ing2-se3	湧勢
ing2-si5	往時
ing2-siang5	往常
ing2-siong7	影像
ing2-ti5	泳池
ing2-tian2	永典
ing2-tian7	永佃
ing2-tshiong	永昌
ing2-tshiu	湧鬚
ing2-tshun	永春
ing2-tshut	湧出
ing2-tsong	泳裝
ing2-tsun5	永存
ing2-tsun7	往陣
ing2-u7	往有
ing3-bau2	應卯
ing3-boo7	應募
ing3-giah8	應額
ing3-giam7	應驗
ing3-hau7	應效
ing3-hing5	應行
ing3-ho5	應和
ing3-hoo7	應護
ing3-hu2	應許
ing3-hun7	應分
ing3-iau	應邀
ing3-in2	應允
ing3-iong7	應用
ing3-kai3	應屆
ing3-king2	應景
ing3-kip	應急
ing3-lap8	應納
ing3-lok8	應諾
ing3-phing3	應聘
ing3-pian3	應變
ing3-pui5	壅肥
ing3-pui5	蕹肥
ing3-pun3	蕹糞
ing3-sai2	壅屎
ing3-se3	應世
ing3-si5	應時
ing3-siann	應聲
ing3-sin3	應訊
ing3-sing5	應承
ing3-siu5	應酬
ing3-suan2	應選
ing3-tap	應答
ing3-tiau3	應召
ing3-ting	應徵
ing3-tit	應得
ing3-tong	應當
ing3-tshai3	壅菜
ing3-tshai3	甕菜
ing3-tshai3	蕹菜
ing3-tshan5	壅田
ing3-tshi3	應試
ing3-tshi7	應市
ing3-tsian3	應戰
ing3-tsiap	應接
ing3-tsui2	蕹水
ing3-tui3	應對
ing3-uan7	應援
ing3-un2	應允
ing5-am3	盈暗
ing5-bi2	閒米
ing5-bin5	榮民
ing5-boo7	螢幕
ing5-giap8	營業
ing5-ham5	榮銜
ing5-he2	螢火
ing5-hian2	榮顯
ing5-hik8	榮獲
ing5-hing7	閒行
ing5-hng	盈昏
ing5-hu	盈虛
ing5-hua5	榮華
ing5-huan5	閒煩
ing5-i5	盈餘
ing5-i7	榮譽
ing5-iang2	營養
ing5-iau7	榮耀
ing5-ing	榮膺
ing5-ing2	榮影
ing5-ing2	榮景
ing5-iong2	營養
ing5-jim7	榮任
ing5-jiok8	榮辱
ing5-jit8	閒日
ing5-kang	閒工
ing5-kha	閒腳
ing5-khui	盈虧
ing5-kian3	營建
ing5-kiann5	閒行
ing5-king	閒間
ing5-kiu3	營救
ing5-kng	榮光
ing5-kng	螢光
ing5-koo	榮枯
ing5-kui	榮歸
ing5-lai5	閒來
ing5-lang5	閒人
ing5-li7	盈利
ing5-mih8	閒物
ing5-mua2	盈滿
ing5-png7	閒飯
ing5-si5	閒時
ing5-sian7	營繕
ing5-sin	閒身
ing5-sing	營生
ing5-sit8	榮實
ing5-su7	閒事
ing5-tang	閒冬
ing5-te7	閒地
ing5-thiong2	榮寵
ing5-ti3	閒置
ing5-ting	榮登
ing5-tng3	閒頓
ing5-tshiu2	閒手
ing5-tshui3	閒嘴
ing5-tsinn5	閒錢
ing5-tsiu	瀛州
ing5-tsong2	榮總
ing5-u5	盈餘
ing5-u7	榮譽
ing5-ue7	閒話
ing5-ui	榮威
ing5-ui5	營為
ing5-un7	營運
ing7-boo5	用謀
ing7-bu2	用武
ing7-bun5	用文
ing7-gim5	詠吟
ing7-huat	用法
ing7-kang	用工
ing7-ke3	用計
ing7-khang	用空
ing7-kiang5	用強
ing7-lang5	用人
ing7-loo7	用賂
ing7-phin2	用品
ing7-ping	用兵
ing7-png7	用飯
ing7-poo7	用步
ing7-si	詠詩
ing7-sim	用心
ing7-tit	用得
ing7-tsin7	用盡
ing7-uan5	用完
inn-a2	嬰仔
inn-inn	圓圓
inn-inn	嬰嬰
inn-tinn5	絪纏
inn2-bak8	芛目
inn3-a2	燕仔
inn3-be2	燕尾
inn3-inn3	盈盈
inn3-onn3	咿噁
inn5-a2	圓仔
inn5-a2	楹仔
inn5-a2	豬仔
inn5-be2	楹尾
inn5-bin7	圓面
inn5-hing5	圓形
inn5-huan7	圓範
inn5-inn5	圓圓
inn5-kak	楹桷
inn5-khian	圓圈
inn5-khoo	圓箍
inn5-khuan2	圓款
inn5-khuan5	圓環
inn5-king3	圓徑
inn5-kiu5	圓球
inn5-koo2	圓股
inn5-kun3	圓棍
inn5-kut8	圓滑
inn5-le7	圓鑢
inn5-lue3	圓鑢
inn5-lue7	圓鑢
inn5-nia2	圓領
inn5-nng7	圓卵
inn5-peh	圓柏
inn5-si	圓絲
inn5-som	圓參
inn5-suann	員山
inn5-tang5	圓筒
inn5-thang	圓窗
inn5-thau5	圓頭
inn5-the2	圓體
inn5-thiau7	圓柱
inn5-tinn5	縈纏
inn5-tinn7	圓淀
inn5-toh	圓桌
inn5-tshioh	圓尺
inn5-tsu	圓珠
inn5-tu2	楹抵
inn7-bi7	異味
inn7-bo2	異母
inn7-bu2	異母
inn7-bun5	異聞
inn7-but8	異物
inn7-gi7	異議
inn7-hau7	院校
inn7-hik8	異域
inn7-hing5	異形
inn7-hong	異風
inn7-hu7	異父
inn7-hue7	院會
inn7-iunn7	異樣
inn7-jin5	異人
inn7-jit8	異日
inn7-kau3	異教
inn7-kok	異國
inn7-kuai3	異怪
inn7-lui7	異類
inn7-lun7	異論
inn7-mng5	院門
inn7-pang	異邦
inn7-sim	異心
inn7-sing3	異姓
inn7-siok8	異俗
inn7-siong3	異相
inn7-siong5	異常
inn7-su	異書
inn7-su7	異事
inn7-su7	院士
inn7-suat	異說
inn7-te7	異地
inn7-tiau5	異朝
inn7-tiunn2	院長
inn7-tong5	異同
inn7-tong7	異動
inn7-tsai5	異才
inn7-tshi3	院試
inn7-tsi3	異志
inn7-tsok8	異族
inn7-tsong7	異狀
inn7-tuan	異端
io-kang3	羊羹
io-khang	么孔
io-kiann2	育囝
io-kin	腰巾
io-ko2	腰果
io-kut	腰骨
io-lin	育奶
io-liok8	么六
io-na5	育籃
io-ngoo2	么五
io-pai5	腰牌
io-pau	腰包
io-pinn	腰邊
io-sin	腰身
io-te7	腰袋
io-thang2	腰桶
io-to	腰刀
io-too2	腰肚
io-tsam2	腰斬
io-tse3	腰際
io-tshi7	育飼
io-tshioh	腰尺
io-tshioh	腰脺
io-tshiu2	搖手
io-tsi	么之
io-tsi2	腰子
io-tua3	腰帶
io-tua7	邀大
io2-hing3	嘔興
io2-io2	育育
io2-tsih	毆折
io2-tsiu2	舀酒
io2-tsui2	舀水
io5-be2	搖尾
io5-bue2	搖尾
io5-he7	搖會
io5-hong	搖風
io5-hue7	搖會
io5-i2	搖椅
io5-io5	搖搖
io5-kha	搖腳
io5-ki5	搖旗
io5-ko5	搖笱
io5-koo2	搖鼓
io5-kun2	搖滾
io5-ling5	搖鈴
io5-loo2	搖櫓
io5-loo7	搖瘺
io5-na5	搖籃
io5-pai2	搖擺
io5-pinn3	搖柄
io5-sai	搖獅
io5-tang7	搖動
io5-thau5	搖頭
io5-tong7	搖蕩
io5-tshiu2	搖手
io5-tsing	搖鐘
io5-tsuah	搖掣
io5-tsuah	搖泄
io5-tsuah	搖泏
io5-tsun5	搖船
ioh--tioh8	臆--著
ioh-bai7	臆覓
ioh-han7	約翰
ioh-ioh	溢溢
ioh-tshai	臆猜
ioh-tshik	臆測
ioh-tsuah	溢泄
ioh-tui	臆堆
ioh8-bi7	藥味
ioh8-buah	藥末
ioh8-buah8	藥末
ioh8-but8	藥物
ioh8-e	藥鍋
ioh8-hak8	藥學
ioh8-hang5	藥行
ioh8-hau7	藥效
ioh8-hng	藥方
ioh8-hoo2	藥虎
ioh8-hui3	藥費
ioh8-hun	藥分
ioh8-hun2	藥粉
ioh8-in2	藥引
ioh8-inn5	藥圓
ioh8-iong7	藥用
ioh8-kau	藥郊
ioh8-ke3	藥價
ioh8-khi3	藥氣
ioh8-khui3	藥氣
ioh8-kiok8	藥局
ioh8-ko	藥膏
ioh8-koo2	藥鈷
ioh8-kuan3	藥罐
ioh8-kui2	鑰鬼
ioh8-lang2	藥籠
ioh8-lat8	藥力
ioh8-liang7	藥量
ioh8-liau7	藥材
ioh8-liong7	藥量
ioh8-lok	藥橐
ioh8-mng5	鑰門
ioh8-ong5	藥王
ioh8-pai5	藥牌
ioh8-pang5	藥房
ioh8-pau	藥包
ioh8-phe5	藥皮
ioh8-phin2	藥品
ioh8-phinn3	藥片
ioh8-phoh	藥粕
ioh8-phoo3	藥舖
ioh8-phoo7	藥簿
ioh8-piann2	藥餅
ioh8-po5	藥婆
ioh8-san2	藥散
ioh8-si5	藥匙
ioh8-sing3	藥性
ioh8-siong	藥商
ioh8-siunn	藥箱
ioh8-sng	藥栓
ioh8-sng	藥閂
ioh8-su	藥師
ioh8-su	藥書
ioh8-suann2	藥散
ioh8-tai2	藥滓
ioh8-tan	藥丹
ioh8-te5	藥茶
ioh8-thau5	藥頭
ioh8-thiap	藥帖
ioh8-thng	藥湯
ioh8-tiam3	藥店
ioh8-tiau5	藥條
ioh8-ting2	藥戥
ioh8-tok8	藥毒
ioh8-tsah8	藥截
ioh8-tsai	藥栽
ioh8-tsai5	藥材
ioh8-tsan3	藥棧
ioh8-tsang5	藥欉
ioh8-tse	藥劑
ioh8-tse	藥渣
ioh8-tshau2	藥草
ioh8-tsheh	藥冊
ioh8-tshi	藥蛆
ioh8-tshiam	藥籤
ioh8-tshiunn2	藥廠
ioh8-tshu	藥蛆
ioh8-tsian2	藥剪
ioh8-tsinn5	藥錢
ioh8-tsiu2	藥酒
ioh8-tsiunn3	藥醬
ioh8-tsu	藥資
ioh8-tsua2	藥紙
ioh8-tsui2	藥水
ioh8-tu5	藥櫥
ioh8-tuann	藥單
ioh8-uan5	藥丸
iok-bau2	約卯
iok-hue7	約會
iok-iok	約約
iok-ji7	約字
iok-jit8	約日
iok-khuann3	約看
iok-ki5	約期
iok-kian3	約見
iok-kiu5	欲求
iok-liak8	約略
iok-liang7	約量
iok-liok8	約略
iok-liong7	約量
iok-mai7	約覓
iok-ni5	翌年
iok-si5	約時
iok-siu2	約首
iok-sok	約束
iok-soo3	約數
iok-su	約書
iok-tam5	約談
iok-tiann7	約定
iok-ting7	約定
iok-tsing3	約正
iok8-bong7	慾望
iok8-enn	育嬰
iok8-he2	慾火
iok8-iu3	育幼
iok8-ki	躍居
iok8-ku	躍居
iok8-kut	慾骨
iok8-liam7	慾念
iok8-lok8	育樂
iok8-put8	浴佛
iok8-sik	浴室
iok8-sing	躍升
iok8-sing5	育成
iok8-siong2	慾想
iok8-tik8	籥翟
iok8-tsai5	育才
iok8-tshing2	籲請
iok8-tsing5	慾情
iong--lang5	央人
iong-ka3	央教
iong-kah	央教
iong-kip8	央及
iong-lang5	央人
iong-thok	央託
iong-tshiann2	央請
iong-tsing3	雍正
iong-tsing5	央情
iong2-be2	勇馬
iong2-bing2	勇猛
iong2-bio2	養母
iong2-bu2	養母
iong2-han3	勇漢
iong2-han5	養閑
iong2-hoo7	擁護
iong2-hoo7	養護
iong2-hu7	養父
iong2-hua3	氧化
iong2-hun	養分
iong2-i5	勇於
iong2-iok8	踴躍
iong2-iok8	養育
iong2-iu2	擁有
iong2-ji5	養兒
iong2-jip8	湧入
iong2-ka	養家
iong2-kah	勇胛
iong2-kam2	勇敢
iong2-ke	養家
iong2-ke	養雞
iong2-khi3	勇氣
iong2-khi3	養氣
iong2-koo3	勇固
iong2-kun	養軍
iong2-lang5	勇人
iong2-li2	養女
iong2-liam5	養廉
iong2-lo2	養老
iong2-lu2	養女
iong2-noo2	養老
iong2-ong2	勇往
iong2-ong7	勇旺
iong2-pe7	養父
iong2-penn5	養病
iong2-phang	養蜂
iong2-pi7	養婢
iong2-ping	養兵
iong2-pinn7	養病
iong2-sat	擁塞
iong2-siam7	養贍
iong2-sin	勇身
iong2-sin5	養神
iong2-sing	養生
iong2-sing3	養性
iong2-sing5	養成
iong2-siong	養傷
iong2-sit8	養殖
iong2-su7	勇士
iong2-tai3	擁戴
iong2-te2	勇底
iong2-tsham5	養蠶
iong2-tshin	養親
iong2-tsin3	湧進
iong2-tsing7	養靜
iong2-tsiong3	勇將
iong2-tsong3	勇壯
iong2-tsu2	養子
iong2-tsuann5	湧泉
iong2-tu	養豬
iong2-u5	勇於
iong3-jit8	映日
iong5-bin5	庸民
iong5-bing5	揚名
iong5-bing5	陽明
iong5-but8	陽物
iong5-gian5	揚言
iong5-gu5	庸愚
iong5-guat8	陽月
iong5-gun5	洋銀
iong5-hap8	融合
iong5-i	庸醫
iong5-i7	容易
iong5-ian	洋煙
iong5-in2	容允
iong5-inn7	容易
iong5-iong5	庸庸
iong5-ji7	陽字
iong5-jim2	容忍
iong5-jin5	傭人
iong5-jin5	庸人
iong5-jin5	洋人
iong5-jip8	融入
iong5-kan	陽間
iong5-kan2	陽癇
iong5-khi3	容器
iong5-khi3	揚氣
iong5-khi3	陽氣
iong5-kik8	陽極
iong5-kong5	佯狂
iong5-ku	陽居
iong5-ku7	陽具
iong5-lap8	容納
iong5-liang7	容量
iong5-lik8	陽曆
iong5-liong7	容量
iong5-liu2	楊柳
iong5-loo5	熔爐
iong5-mau7	容貌
iong5-phai3	揚派
iong5-pho	揚波
iong5-pok8	傭僕
iong5-sian7	佯善
iong5-sin	容身
iong5-sing3	陽性
iong5-siok8	庸俗
iong5-siong5	庸常
iong5-siu7	陽壽
iong5-tai5	陽台
iong5-thong	融通
iong5-tian7	陽電
iong5-tsai5	庸才
iong5-tse	溶劑
iong5-tshiu7	榕樹
iong5-tshun	陽春
iong5-tsik	容積
iong5-tsiong3	庸眾
iong5-tsu	融資
iong5-uan5	傭員
iong5-un2	容允
iong7-bu2	用武
iong7-gi2	用語
iong7-gu2	用語
iong7-hoo7	用戶
iong7-huat	用法
iong7-i2	用以
iong7-i3	用意
iong7-kang	用工
iong7-ke3	用計
iong7-khang	用空
iong7-khu7	用具
iong7-kim	佣金
iong7-kiong5	用強
iong7-kong	用功
iong7-ku7	用具
iong7-lai5	用來
iong7-lat8	用力
iong7-liau	用料
iong7-phin2	用品
iong7-ping	用兵
iong7-png7	用飯
iong7-poo7	用步
iong7-sim	用心
iong7-te7	用地
iong7-tioh8	用著
iong7-too5	用途
iong7-too7	用度
iong7-tshan	用餐
iong7-tshu3	用處
iong7-tsin7	用盡
iong7-tsinn5	用錢
iong7-tsok	用作
iong7-tsui2	用水
iong7-tue7	用地
iong7-ui	揚威
ip-le2	揖禮
it--geh8	一月
it--gueh8	一月
it--ji7	一--字
it--lai5	一--來
it-au7	一後
it-bau2	乙卯
it-be2	一尾
it-bi7	一味
it-bi7	乙未
it-bing7	一命
it-bok8	一目
it-bue2	一尾
it-bun5	一文
it-bun5	一門
it-but8	一物
it-ge7	一藝
it-gi2	一語
it-gian5	一言
it-giu5	一牛
it-goo7	一誤
it-gu2	一語
it-gu5	一隅
it-hai	一痎
it-hai7	乙亥
it-he7	一系
it-hi	乙烯
it-hiong3	一向
it-ho5	一毫
it-hu3	一副
it-huan	一番
it-huat	益發
it-i3	一意
it-ia7	一夜
it-ing3	一應
it-it	一一
it-iu2	乙酉
it-iu5	一流
it-iunn7	一樣
it-ji7	一字
it-jiap8	一廿
it-jin5	一人
it-jit8	一日
it-ka	一家
it-ke3	一計
it-khai3	一概
it-khi5	一騎
it-khik	一刻
it-khiok	一腳
it-ki2	一己
it-ki2	一紀
it-ki2	一舉
it-kim	鬱金
it-kin2	一緊
it-king	一肩
it-kinn	一更
it-koo3	一個
it-ku2	一舉
it-kuan3	一貫
it-kuat	一決
it-kui	一歸
it-lai5	一來
it-li2	一理
it-li7	一利
it-liam7	一念
it-lik8	一力
it-liok8	一六
it-liu5	一流
it-loo7	一路
it-lut8	一律
it-ma2	一馬
it-ngoo2	一五
it-pan	一般
it-phin2	一品
it-pian3	一遍
it-piau2	一表
it-pit	一筆
it-poo3	一報
it-pong2	一榜
it-puann	一般
it-se3	一世
it-si5	一時
it-sik	一色
it-sik8	一夕
it-sik8	一席
it-sim	一心
it-sim2	一審
it-sin	一身
it-sing	一生
it-sit	一失
it-sit8	一食
it-su	一書
it-su7	乙巳
it-su7	逸事
it-tai3	一帶
it-tai7	一代
it-tan3	一旦
it-the2	一体
it-the2	一體
it-thiu2	乙丑
it-thong2	一統
it-thuan5	一團
it-thui5	一槌
it-ti3	一致
it-tiau	一朝
it-tiau5	一朝
it-ting2	一等
it-ting7	一定
it-tioh8	憶著
it-tit8	一直
it-to	一刀
it-too7	一道
it-tong5	一同
it-too5	一途
it-tsa2	一早
it-tsai3	一再
it-tsap8	一十
it-tse5	一齊
it-tshe	一妻
it-tshe3	一切
it-tshio3	一笑
it-tshiong3	一唱
it-tshiu2	一手
it-tshun3	一寸
it-tsian3	一戰
it-tsian5	一錢
it-tsian7	一賤
it-tsik	一則
it-tsin7	一盡
it-tsiong2	一種
it-tsiu	一週
it-tsong	一宗
it-tuan	一端
iu-ak	優渥
iu-bi2	優美
iu-bik8	幽默
iu-bin7	憂面
iu-bun7	憂悶
iu-gu7	優遇
iu-hoo7	優厚
iu-hue7	幽會
iu-hui7	優惠
iu-i5	優於
iu-iah8	優易
iu-iong5	憂容
iu-iong5	懮容
iu-iu	幽幽
iu-iu	憂憂
iu-iu	釉釉
iu-iu7	優裕
iu-jin5	優人
iu-jiu5	優柔
iu-khoo2	憂苦
iu-kiu2	悠久
iu-kok	憂國
iu-kong3	優貢
iu-liang5	優良
iu-liat8	優劣
iu-ling5	優伶
iu-ling5	幽靈
iu-liong5	優良
iu-lu7	憂慮
iu-luat	優劣
iu-mng5	幽門
iu-nga2	優雅
iu-nga2	幽雅
iu-se3	優勢
iu-si3	優勢
iu-sian	優先
iu-sim	憂心
iu-sing	優生
iu-sing3	優勝
iu-siong	憂傷
iu-siu3	優秀
iu-thai7	優待
iu-tiam2	優點
iu-ting2	優等
iu-tshiu5	憂愁
iu-tsing5	幽情
iu-u5	優於
iu-uat8	優越
iu-ut	憂鬱
iu2-ai3	友愛
iu2-bing5	有名
iu2-bong7	有望
iu2-bu5	有無
iu2-gan2	有眼
iu2-geh8	酉月
iu2-gi5	友誼
iu2-hai7	有害
iu2-han7	有限
iu2-hap8	有合
iu2-hian7	有限
iu2-hik8	誘惑
iu2-hing5	有形
iu2-hing7	有幸
iu2-ho2	友好
iu2-hok	有福
iu2-i3	有意
iu2-ian5	有緣
iu2-ik	有益
iu2-in	有因
iu2-in7	有孕
iu2-ing3	有應
iu2-iong7	有用
iu2-ji7	誘餌
iu2-jiam2	有染
iu2-khui3	有愧
iu2-ki	有機
iu2-ki5	有期
iu2-koo3	有過
iu2-kong	有功
iu2-kuai2	誘拐
iu2-kuan	有關
iu2-lang5	誘人
iu2-li2	有理
iu2-li7	有利
iu2-loo7	有路
iu2-mia5	有名
iu2-pang	友邦
iu2-san	有山
iu2-sat	誘殺
iu2-se3	有勢
iu2-si2	有始
iu2-si5	酉時
iu2-sia7	有麝
iu2-sian7	友善
iu2-siann5	誘餳
iu2-sing5	有成
iu2-soo2	有所
iu2-soo3	有數
iu2-su	有司
iu2-su7	有事
iu2-suann3	有線
iu2-sun2	有損
iu2-tian5	有田
iu2-too7	友道
iu2-too7	有道
iu2-tsai5	有才
iu2-tsai5	有財
iu2-tshing2	有請
iu2-tshu3	有趣
iu2-tsi3	有志
iu2-tsing5	友情
iu2-tsinn5	有錢
iu2-tsoo7	有助
iu2-tsu2	有子
iu2-tsue7	有罪
iu2-u5	有餘
iu2-ui5	有為
iu2-un	有恩
iu3-bah	幼肉
iu3-biau5	幼苗
iu3-buah8	幼末
iu3-enn	幼嬰
iu3-ha3	幼孝
iu3-hai5	幼孩
iu3-hak8	幼學
iu3-he3	幼貨
iu3-hi5	幼魚
iu3-hioh8	幼葉
iu3-hiunn	幼香
iu3-hue	幼花
iu3-hue3	幼貨
iu3-hui5	幼瓷
iu3-hui5	幼磁
iu3-iam5	幼鹽
iu3-inn	幼嬰
iu3-iu3	幼幼
iu3-ji5	幼兒
iu3-ji7	幼字
iu3-ji7	幼膩
iu3-kang	幼工
iu3-kau3	幼教
iu3-kha	幼腳
iu3-kha2	幼巧
iu3-kiann2	幼囝
iu3-kiat	幼結
iu3-kin	幼根
iu3-king2	幼景
iu3-kun	幼根
iu3-kut	幼骨
iu3-lian5	幼年
iu3-loo7	幼路
iu3-lun7	幼嫩
iu3-mi7	幼麵
iu3-mng5	幼毛
iu3-na5	幼籃
iu3-ni5	幼年
iu3-nng2	幼軟
iu3-phe5	幼皮
iu3-phiah	幼甓
iu3-phue5	幼皮
iu3-poo3	幼布
iu3-pui5	幼肥
iu3-sai	幼獅
iu3-se	幼紗
iu3-se3	幼細
iu3-siann	幼聲
iu3-siau	幼消
iu3-sit	幼穡
iu3-sua	幼砂
iu3-suann3	幼線
iu3-sue3	幼細
iu3-tang5	幼筒
iu3-te5	幼茶
iu3-ti7	幼稚
iu3-tiam2	幼點
iu3-ting	幼丁
iu3-tong5	幼童
iu3-tsang5	幼叢
iu3-tshe	幼吹
iu3-tsioh8	幼石
iu3-uann2	幼碗
iu5-ang3	油甕
iu5-ap	油壓
iu5-au	油甌
iu5-bah	油肉
iu5-bak8	油墨
iu5-bi7	油味
iu5-bin5	遊民
iu5-bin7	油面
iu5-bok8	油木
iu5-bok8	游牧
iu5-ge7	遊藝
iu5-guan2	遊玩
iu5-hai2	遊海
iu5-hak8	遊學
iu5-ham	油蚶
iu5-he2	油火
iu5-hi3	遊戲
iu5-hi5	尤魚
iu5-hi5	油魚
iu5-hia	油靴
iu5-hing3	遊興
iu5-hing5	遊行
iu5-hiunn	油香
iu5-hng5	遊園
iu5-hong	油瘋
iu5-hong	遊方
iu5-hu2	遊府
iu5-hu5	油魚
iu5-hue	油灰
iu5-hue7	郵匯
iu5-hui3	郵費
iu5-i5	由於
iu5-ian	油煙
iu5-in3	油印
iu5-ing2	游泳
iu5-iu5	悠悠
iu5-iu5	油油
iu5-iu5	遊遊
iu5-ji7	油膩
iu5-jiah	油跡
iu5-kak	羊角
iu5-kan	油矸
iu5-kan2	郵簡
iu5-kang	遊江
iu5-kau	油郊
iu5-kau2	油垢
iu5-ke	遊街
iu5-ke3	油價
iu5-kheh	遊客
iu5-khi3	油氣
iu5-khi7	油柿
iu5-khong3	油礦
iu5-khoo3	油庫
iu5-ki5	尤其
iu5-kia3	郵寄
iu5-kiann7	郵件
iu5-kik	游擊
iu5-kiok8	郵局
iu5-kiu2	悠久
iu5-ko	油膏
iu5-kok	油梏
iu5-kong2	油管
iu5-koo3	郵購
iu5-kuan3	油罐
iu5-kue	遊街
iu5-kui3	油桂
iu5-kui7	油櫃
iu5-lai5	由來
iu5-lam2	遊覽
iu5-lang2	油籠
iu5-lau7	油漏
iu5-li5	游離
iu5-li7	游離
iu5-liah	油跡
iu5-lik8	油綠
iu5-lik8	遊歷
iu5-lo5	油濁
iu5-lun5	油輪
iu5-lun7	油潤
iu5-me2	油蜢
iu5-mng5	油門
iu5-mua5	油麻
iu5-oh8	遊學
iu5-pak	遊北
iu5-pan5	油瓶
iu5-pau	郵包
iu5-phio3	郵票
iu5-phoh	油粕
iu5-pian7	郵便
iu5-png7	油飯
iu5-poo3	郵報
iu5-poo3	油布
iu5-sam	油杉
iu5-sann	油衫
iu5-si	遊絲
iu5-siah8	油勺
iu5-siong5	油松
iu5-siunn	油箱
iu5-siunn2	遊賞
iu5-suann	遊山
iu5-suat	遊說
iu5-sue3	遊說
iu5-tai2	油滓
iu5-tak8	油濁
iu5-tang5	油桐
iu5-tann3	油擔
iu5-tau7	油豆
iu5-te5	油茶
iu5-tha	猶他
iu5-thai3	猶太
iu5-thai3	猷太
iu5-thang2	油桶
iu5-thang2	郵桶
iu5-thing2	遊艇
iu5-thiong5	油蟲
iu5-thng	油湯
iu5-thuah	油獺
iu5-tiam3	油店
iu5-tian7	郵電
iu5-tiann2	油鼎
iu5-tiau5	油條
iu5-ting	油燈
iu5-tiong	由衷
iu5-tiu5	油綢
iu5-tong5	油桐
iu5-tsa3	油炸
iu5-tsai7	由在
iu5-tsan3	油棧
iu5-tsau2	游走
iu5-tsau2	遊走
iu5-tse	油渣
iu5-tsenn2	油井
iu5-tshai	郵差
iu5-tshai3	油菜
iu5-tshan5	油田
iu5-tshang	油蔥
iu5-tshat	油漆
iu5-tshe	郵差
iu5-tshia	油車
iu5-tshing5	油松
iu5-tshiunn2	油廠
iu5-tshng2	油串
iu5-tsho	油臊
iu5-tshok	郵戳
iu5-tsi	油脂
iu5-tsing3	郵政
iu5-tsinn	油掙
iu5-tsinn2	油井
iu5-tsu	游資
iu5-tsu	郵資
iu5-tsua2	油紙
iu5-tsuann2	油盞
iu5-tsui2	油水
iu5-tsun2	遊隼
iu5-tsun5	油船
iu5-tsun5	遊船
